item_name,serving_size,household_serving,brand_name,ingredients,calories_(kcal),protein_(g),total_fat_(g),carbohydrates_(g),sugar_(g),fiber_(g),sodium_(mg),cholesterol_(mg),pakistani,meal_type
BAKLAVA,45.0 g,1.6 ONZ,THE BAKERY,"ENRICHED FLOUR (FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), SYRUP BLEND HIGH FRUCTOSE CORN SYRUP, CORN SYRUP, SUGAR, PALM SHORTENING, WATER, WALNUTS, ALMONDS, SUGAR, WHEAT PROTEIN ISOLATE, DARK CONFECTIONERS COATING (SUGAR, HYDROGENATED PALM KERNEL OIL, COCOA POWDER, SUNFLOWER LECITHIN, SORBITAN TRISTEARATE), VANILLA EXTRACT, SALT, CORN OIL, SODIUM PROPINATE (PRESERVATIVE), BUTTER FLAVOR, WATER, PROPYLENE GLYCOL, VEGETABLE GUM, GUM TRAGACANTH AND XANTHAN GUM, ARTIFICIAL BUTTER FLAVOR BASE, POTASSIUM SORBATE, (PRESERVATIVE), HONEY, CINNAMON, CITRIC ACID, (PRESERVATIVE), FLAVOR, NATURAL AND ARTIFICIAL FLAVOR.",422.0,6.67,22.2,46.7,17.8,2.2,267.0,0.0,False,Unhealthy
BAKLAVA,43.0 g,2.5 PIECES,MARKETSIDE,"ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), SYRUP BLEND (HIGH FRUCTOSE CORN SYRUP, CORN SYRUP, SUGAR), WATER, PALM OIL SHORTENING, NUT MIX (WALNUTS, ALMONDS, PISTACHIO NUTS), SUGAR, DARK CONFECTIONER'S COATING (SUGAR, HYDROGENATED PALM KERNEL OIL, COCOA POWDER, EMULSIFIER BLEND [SOY LECITHIN, SORBITAN TRISTEARATE], VANILLA EXTRACT), WHEAT PROTEIN ISOLATE, SEMI-SWEET CHOCOLATE (SUGAR, CHOCOLATE LIQUOR, COCOA BUTTER, DEXTROSE, SOY LECITHIN), SALT, CORN OIL, SODIUM PROPIONATE, POTASSIUM SORBATE, HONEY, CINNAMON, ARTIFICIAL AND NATURAL FLAVOR, SODIUM BENZOATE.",419.0,6.98,20.9,53.5,20.9,2.3,291.0,0.0,False,Unhealthy
ASSORTED BAKLAVA,28.0 g,1 ONZ,"AVO'S BAKERY, INC.","CRUST: FILLO DOUGH, (UNBLEACHED WHEAT FLOUR, FLOUR, NIACIN, IRON, THIAMIN, RIBOFLAVIN), CORN STARCH, SOYBEAN OIL, FILTER WATER. FILLING: HONEY, CRUSHED WALNUTS, CINNAMON POWDER, VEGETABLE OIL, (SOYBEAN AND COTTONSEED OIL, VEGETABLE MONO & DIGLYCERIDES, POLYSORBATE 60, NATURAL & ARTIFICIAL FLAVOR), BETA CAROTENE (COLOR).",321.0,7.14,17.9,35.7,21.4,3.6,143.0,18.0,False,Unhealthy
ASSORTED BAKLAVA,57.0 g,2 ONZ,LIBANAIS SWEETS,"WHEAT FLOUR, ALMONDS, CASHEWS, PISTACHIOS, WALNUTS, PURE VEGETABLE GHEE, WATER, MALTITOL SYRUP, SALT, SOY BEAN OIL, CORN STARCH, LEMON JUICE, ORANGE BLOSSOM, ROSE WATER",404.0,3.51,19.3,31.6,0.0,1.8,44.0,0.0,False,Unhealthy
ASSORTED BAKLAVA,39.0 g,1.4 ONZ,SINBAD,"SYRUP BLEND (HIGH FRUCTOSE CORN SYRUP, CORN SYRUP, SUGAR), ENRICHED FLOUR (FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), TREE NUTS (WALNUTS, CASHEWS, PECANS), WATER, PALM SHORTENING, SUGAR, CORN OIL, WHEAT PROTEIN ISOLATE, CONFECTIONER'S COATING (SUGAR, COMPLETELY HYDROGENATED PALM KERNEL OIL, COCOA POWDER, EMULSIFIER [SUNFLOWER LECITHIN, SORBITAN TRISTEARATE], NATURAL VANILLA EXTRACT), PRESERVATIVES (SODIUM PROPIONATE, POTASSIUM SORBATE, SODIUM BENZOATE), SALT, BROWN SUGAR, EGGS, CORN SYRUP, HONEY, CINNAMON, CITRIC ACID, CARAMEL COLOR, VANILLA EXTRACT, NATURAL AND ARTIFICIAL FLAVOR.",385.0,5.13,18.0,51.3,23.1,2.6,231.0,0.0,False,Unhealthy
ASSORTED BAKLAVA,57.0 g,2 ONZ,LIBANAIS,"WHEAT FLOUR, ALMONDS, CASHEWS, PISTACHIOS, WALNUTS, PURE VEGETABLE GHEE, WATER, SUGAR, SALT, SOY BEAN OIL, CORN STARCH, LEMON JUICE, ORANGE BLOSSOM, ROSE WATER",404.0,3.51,19.3,31.6,10.5,1.8,44.0,0.0,False,Unhealthy
ASSORTED BAKLAVA,57.0 g,2 ONZ,LIBANAIS,"WHEAT FLOUR, ALMONDS, CASHEWS, PISTACHIOS, WALNUTS, PURE VEGETABLE GHEE, WATER, MALTITOL SYRUP, SALT, CORN STARCH, LEMON JUICE, ORANGE BLOSSOM, ROSE WATER.",404.0,3.51,19.3,31.6,0.0,1.8,44.0,0.0,False,Unhealthy
BAKLAVA ASSORTMENT,49.0 g,1.7 ONZ,KRONOS,"ENRICHED FLOUR (FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), SYRUP BLEND (HIGH FRUCTOSE CORN SYRUP, CORN SYRUP, SUGAR), WATER, TREE NUTS (CASHEWS, WALNUTS, ALMONDS, PECANS), CONFECTIONER'S COATING (SUGAR, PARTIALLY HYDROGENATED PALM KERNEL OIL, COCOA POWDER, SOYA LECITHIN, SORBITAN TRISTEARATE, ARTIFICIAL FLAVOR), PALM SHORTENING, SUGAR, WHITE CONFECIONER'S COATING (SUGAR, PARTIALLY HYDROGENATED PALM KERNEL OIL, BUTTERMILK, COCOA BUTTER, SOY LECITHIN, SORBITAN TRISTEARATE, SALT, NATURAL FLAVOR), PEANUT BUTTER (DRY ROASTED PEANUTS, SALT), CORN OIL, WHEAT PROTEIN ISOLATE, PRESERVATIVES (SODIUM PROPIONATE, POTASSIUM SORBATE, SODIUM BENZOATE), COCOA, SEMISWEET CHOCOLATE (SUGAR, CHOCOLATE LIQUOR, COCOA BUTTER, DEXTROSE, SOYA LECITHIN), SALT, POWDERED SUGAR, CARAMEL SAUCE (CORN SYRUP, SWEETENED CONDENSED WHOLE MILK [PASTURIZED MILK, SUGAR], SUGAR, PECTIN, SALT, SOY LECITHIN, NATURAL FLAVORS, PRESERVATIVE [POTASSIUM SORBATE], DISODIUM PHOSPHATE), CARAMEL DIP (CORN SYRUP, SKIM MILK, PARTIALLY HYDROGENATED VEGETABLE OIL [SOYBEAN, COTTONSEED], BUTTER [CREAM, SALT], SALT, NATURAL & ARTIFICIAL CARAMEL FLAVOR, MONO-& DIGLYCERIDES, SOY LECITHIN, XANTHAN GUM), CINNAMON, HONEY, BROWN SUGAR, EGGS, CITRIC ACID, CORN SYRUP, CARAMEL COLOR, VANILLA EXTRACT, NATURAL AND ARTIFICIAL FLAVOR.",408.0,6.12,18.4,51.0,22.4,2.0,265.0,0.0,False,Unhealthy
BAKLAVA ASSORTMENT,51.0 g,1.8 ONZ,SINBAD SWEETS,"SYRUP BLEND (HIGH FRUCTOSE CORN SYRUP, CORN SYRUP, SUGAR), ENRICHED FLOUR (FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, TREE NUTS (WALNUTS, PECANS, ALMONDS), PALM SHORTENING, SUGAR, CORN OIL, CONFECTIONER'S COATING (SUGAR, COMPLETELY HYDROGENATED PALM KERNEL OIL, COCOA POWDER, EMULSIFIER [SUNFLOWER LECITHIN, SORBITAN TRISTEARATE], NATURAL VANILLA EXTRACT), WHEAT PROTEIN ISOLATE, PRESERVATIVES (SODIUM PROPIONATE, POTASSIUM SORBATE, SODIUM BENZOATE), SALT, EGGS, BROWN SUGAR, CORN SYRUP, HONEY, CITRIC ACID, CINNAMON, VANILLA EXTRACT, CARAMEL COLOR, ARTIFICIAL AND NATURAL FLAVOR.",392.0,5.88,19.6,51.0,25.5,2.0,216.0,0.0,False,Unhealthy
BAKLAVA ASSORTMENT,45.0 g,1.6 ONZ,KRONOS,"SYRUP BLEND (HIGH FRUCTOSE CORN SYRUP, CORN SYRUP, SUGAR), ENRICHED FLOUR (FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, PALM SHORTENING, TREE NUTS (WALNUTS, PECANS, ALMONDS), CONFECTIONER'S COATING (SUGAR, COMPLETELY HYDROGENATED PALM KERNEL OIL, COCOA POWDER, EMULSIFIER [SUNFLOWER LECITHIN, SORBITAN TRISTEARATE], NATURAL VANILLA EXTRACT), SUGAR, CORN OIL, WHEAT PROTEIN ISOLATE, WHITE CONFECTIONER'S COATING (SUGAR, COMPLETELY HYDROGENATED PALM KERNEL OIL, BUTTERMILK, COCOA BUTTER, NATURAL CANOLA OIL, EMULSIFIER [SUNFLOWER LECITHIN, SORBITAN TRISTEARATE], SALT, NATURAL VANILLA EXTRACT), PRESERVATIVES (SODIUM PROPIONATE, POTASSIUM SORBATE, SODIUM BENZOATE), SALT, COCOA POWDER, HONEY, SEMI-SWEET CHOCOLATE (SUGAR, CHOCOLATE LIQUOR, COCOA BUTTER, DEXTROSE, SOY LECITHIN), CITRIC ACID, EGGS, CINNAMON, BROWN SUGAR, CORN SYRUP, CARAMEL COLOR, CARAMEL SAUCE (CORN SYRUP, SWEETENED CONDENSED WHOLE MILK [PASTEURIZED MILK, SUGAR], SUGAR, PECTIN, SALT, LECITHIN, NATURAL FLAVORS, PRESERVATIVE [POTASSIUM SORBATE], DISODIUM PHOSPHATE), CARAMEL DIP (CORN SYRUP, SUGAR, NONFAT MILK, PARTIALLY HYDROGENATED VEGETABLE OIL [SOYBEAN, COTTONSEED], BUTTER [CREAM, SALT], SALT, NATURAL & ARTIFICIAL CARAMEL FLAVOR, MONO & DIGLYCERIDES, SOY LECITHIN, XANTHAN GUM), VANILLA EXTRACT, CARAMEL COLOR, ARTIFICIAL AND NATURAL FLAVOR.",378.0,4.44,15.6,53.3,26.7,2.2,222.0,0.0,False,Unhealthy
BAKLAVA ASSORTMENT,46.0 g,1.6 ONZ,KROONOS,"ENRICHED FLOUR (FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), SYRUP BLEND (HIGH FRUCTOSE CORN SYRUP, CORN SYRUP, SUGAR), TREE NUTS (ALMONDS, WALNUTS, CASHEWS, PECANS), WATER, PALM SHORTENING, SUGAR, CONFECTIONER'S COATING (SUGAR, PARTIALLY HYDROGENATED PALM KERNEL OIL, COCOA POWDER, SOYA LECITHIN, SORBITAN TRISTEARATE, ARTIFICIAL FLAVOR), CORN OIL, WHEAT PROTEIN ISOLATE, WHITE CONFECTIONER'S COATING (SUGAR, PARTIALLY HYDROGENATED PALM KERNEL OIL, BUTTERMILK, COCOA BUTTER, SOY LECITHIN, SORBITAN TRISTEARATE, SALT, NATURAL FLAVOR), PRESERVATIVES (SODIUM PROPIONATE, POTASSIUM SORBATE, SODIUM BENZOATE), COCOA, SALT, CARAMEL SAUCE (CORN SYRUP, SWEETENED CONDENSED WHOLE MILK [PASTURIZED MILK, SUGAR], SUGAR, PECTIN, SALT, SOY LECITHIN, NATURAL FLAVORS, PRESERVATIVE [POTASISUM SORBATE], DISODIUM PHOSPHATE), CARAMEL DIP (CORN SYRUP, SKIM MILK, VEGETABLE OILS [PARTIALLY HYDROGENATED SOYBEANS, COTTONSEED OR PALM KERNEL], WATER, MODIFIED CORN STARCH, MONO-DIGLYCERIDES, SALT, NATURAL & ARTIFICIAL FLAVORS, SOY LECITHIN, DISODIUM PHOSPHATE), SEMISWEET CHOCOLATE (SUGAR, CHOCOLATE LIQUOR, COCOA BUTTER, DEXTROSE, SOYA LECITHIN), CINNAMON, HONEY, EGGS, BROWN SUGAR, CORN SYRUP, CITRIC ACID, CARAMEL COLOR, VANILLA EXTRACT, NATURAL AND ARTIFICIAL FLAVOR.",413.0,6.52,21.7,52.2,21.7,2.2,272.0,0.0,False,Unhealthy
BAKLAVA ASSORTMENT,43.0 g,1.5 ONZ,SINBAD SWEETS,"SYRUP BLEND (HIGH FRUCTOSE CORN SYRUP, CORN SYRUP, SUGAR), ENRICHED FLOUR (FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, TREE NUTS (WALNUTS, ALMONDS, CASHEWS, PECANS), PALM SHORTENING, SUGAR, CORN OIL, WHEAT PROTEIN ISOLATE, CONFECTIONER'S COATING (SUGAR, PARTIALLY HYDROGENATED PALM KERNEL OIL, COCOA POWDER, SOYA LECITHIN, SORBITAN TRISTEARATE, ARTIFICIAL FLAVOR), COCOA, PRESERVATIVES (SODIUM PROPIONATE, POTASSIUM SORBATE, SODIUM BENZOATE), SALT, EGGS, CORN SYRUP, BROWN SUGAR, HONEY, CINNAMON, CARAMEL COLOR, CITRIC ACID, VANILLA EXTRACT, NATURAL AND ARTIFICIAL FLAVOR.",395.0,4.65,18.6,51.2,23.3,2.3,233.0,0.0,False,Unhealthy
BAKLAVA ASSORTMENT,46.0 g,1.6 ONZ,SINBAD,"SYRUP BLEND (HIGH FRUCTOSE CORN SYRUP, CORN SYRUP, SUGAR), ENRICHED FLOUR (FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, TREE NUTS (WALNUTS, ALMONDS, PECANS), CONFECTIONER'S COATING (SUGAR, COMPLETELY HYDROGENATED PALM KERNEL OIL, COCOA POWDER, EMULSIFIER [SUNFLOWER LECITHIN, SORBITAN TRISTEARATE], NATURAL VANILLA EXTRACT), PALM SHORTENING, CORN OIL, WHEAT PROTEIN ISOLATE, SUGAR, PRESERVATIVES (SODIUM PROPIONATE, POTASSIUM SORBATE, SODIUM BENZOATE), WHITE CONFECTIONER'S COATING (SUGAR, COMPLETELY HYDROGENATED PALM KERNEL OIL, BUTTERMILK, COCOA BUTTER, NATURAL CANOLA OIL, EMULSIFIER [SUNFLOWER LECITHIN, SORBITAN TRISTEARATE], SALT, NATURAL VANILLA EXTRACT), SALT, EGGS, BROWN SUGAR, CORN SYRUP, HONEY, CITRIC ACID, CINNAMON, VANILLA EXTRACT, CARAMEL COLOR, ARTIFICIAL AND NATURAL FLAVOR.",391.0,4.35,17.4,52.2,26.1,2.2,217.0,0.0,False,Unhealthy
BAKLAVA PLATTER,45.0 g,1.6 ONZ,THE BAKERY BAKED WITH PRIDE,"SYRUP BLEND (HIGH FRUCTOSE CORN SYRUP, CORN SYRUP, SUGAR) ENRICHED FLOUR (FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, PALM SHORTENING, TREE NUTS (ALMONDS, WALNUTS, CASHEWS), CONFECTIONER'S COATING (SUGAR, PARTIALLY HYDROGENATED PALM KERNEL OIL, COCOA POWDER, SOYA LECITHIN, SORBITAN TRISTEARATE, ARTIFICIAL FLAVOR), SUGAR, CORN OIL, WHEAT PROTEIN ISOLATE, SEMI-SWEET CHOCOLATE (SUGAR, CHOCOLATE LIQUOR, COCOA BUTTER, DEXTROSE, SOYA LECITHIN), (SODIUM PROPIONATE, SODIUM BENZOATE, POTASSIUM SORBATE ADDED AS PRESERVATIVES), WHITE CONFECTIONER'S COATING (SUGAR, PARTIALLY HYDROGENATED PALM KERNEL OIL, BUTTER MILK, COCOA BUTTER, SOYA LECITHIN, SORBITAN TRISTEARATE, SALT, NATURAL FLAVOR), SALT, HONEY, CORN SYRUP, BROWN SUGAR, EGGS, CINNAMON, CITRIC ACID, CARAMEL COLOR, VANILLA EXTRACT, NATURAL AND ARTIFICIAL FLAVOR.",400.0,4.44,17.8,53.3,26.7,2.2,244.0,0.0,False,Unhealthy
"BAKLAVA, ASSORTED",48.0 g,1.7 ONZ,SINBAD SWEETS,"SYRUP BLEND (HIGH FRUCTOSE CORN SYRUP, CORN SYRUP, SUGAR), ENRICHED FLOUR (FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), TREE NUTS (WALNUTS, CASHEWS, PECANS), WATER, PALM SHORTENING, CORN OIL, SUGAR, CONFECTIONER'S COATING (SUGAR, COMPLETELY HYDROGENATED PALM KERNEL OIL, COCOA POWDER, EMULSIFIER [SUNFLOWER LECITHIN, SORBITAN TRISTEARATE], NATURAL VANILLA EXTRACT), WHEAT PROTEIN ISOLATE, PRESERVATIVES (SODIUM PROPIONATE, POTASSIUM SORBATE, SODIUM BENZOATE), EGGS, SALT, BROWN SUGAR, CORN SYRUP, HONEY, CINNAMON, CITRIC ACID, CARAMEL COLOR, VANILLA EXTRACT, NATURAL AND ARTIFICIAL FLAVOR.",396.0,6.25,18.8,52.1,22.9,2.1,229.0,0.0,False,Unhealthy
CLASSIC BAKLAVA,23.0 g,0.8 ONZ,AVO'S BAKERY,"FILLO DOUGH, (UNBLEACHED WHEAT FLOUR, FLOUR, NIACIN, IRON, THIAMIN, RIBOFLAVIN, CORN STARCH, SOYBEAN OIL, FILTERED WATER), HONEY, CRUSHED WALNUTS, CINNAMON POWDER, VEGETABLE OIL, (SOYBEAN AND COTTONSEED OIL, VEGETABLE MONO & DIGLYCERIDES, POLYSORBATE 60, NATURAL & ARTIFICIAL FLAVOR), BETA CAROTENE (COLOR).",391.0,8.7,21.7,43.5,26.1,4.3,174.0,22.0,False,Breakfast
MIXED BAKLAVA,35.0 g,1 PIECE,FULL MOON,"ENRICHED, NON-BROMINE BLEACHED WHEAT FLOUR, WATER, CORN STARCH, VEGETABLE OIL (CORN AND/OR SOYBEAN OIL), SALT, CALCIUM PROPIONATE, POTASSIUM SORBATE (AS A PRESERVATIVE), LEMON JUICE, CITRIC ACID, BUTTER, WALNUT/PISTACHIO, SYRUP, SUGAR.",543.0,9.14,31.4,80.0,52.9,4.3,146.0,18.0,False,Unhealthy
AUTHENTIC GREEK BAKLAVA,56.0 g,2 ONZ,MAYA GOURMET,"FILLO-DOUGH (ORGANIC WHEAT FLOUR, FILTERED WATER, ORGANIC WHEAT STARCH, ORGANIC TAPIOCA STARCH, ORGANIC EXPELLER PRESSED SOY OIL, ORGANIC MALT EXTRACT, SOY LECITHIN, TRI-CALCIUM PHOSPHATE), WALNUTS, GRADE A-PURE HONEY, VEGETABLE GHEE, BUTTER, CINNAMON, CLOVES, MASTIC, FRESH LEMON JUICE.",473.0,8.93,25.0,55.4,30.4,3.6,134.0,32.0,False,Unhealthy
BAKLAVA DELUXE COLLECTION,45.0 g,1.6 ONZ,Not specified,"ENRICHED REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FLOUR (FLOUR, NIACIN, FOLIC ACID, DOUGH CONDITIONER (ASCORBIC ACID), ENZYME), SYRUP BLEND (INVERT SYRUP, SUGAR), TREE NUTS (WALNUTS, ALMONDS, PECANS, PISTACHIOS). BUTTERFAT, WATER, SUGAR, HONEY, WHITE CHOCOLATE (SUGAR, COCOA BUTTER, MILK, SOY LECITHIN [AN EMULSIFIER). NATURAL VANILLA FLAVOR). SEMISWEET CHOCOLATE (SUGAR, CHOCOLATE LIQUOR, COCOA BUTTER, DEXTROSE, SOY LECITHIN). CHOCOLATE (SUGAR, CHOCOLATE LIQUOR, COCOA BUTTER, SEMISWEET DARK MILK, SOY LECITHIN, PURE VANILLA), MALTODEXTRIN, SALT, CANOLA OIL, BROWN SUGAR, GLYCERINE, EGGS, CORN OIL (NON-GMO), CINNAMON, DOUGH CONDITIONER (CALCIUM SULFATE, WHEAT STARCH, MONOGLYCERIDES, GUAR GUM, CMC GUM, ENZYMES, ASCORBIC ACID), FRUIT ACID, NATURAL FLAVORS.",400.0,6.67,22.2,48.9,22.2,2.2,133.0,33.0,False,Unhealthy
EXQUISITE WALNUT BAKLAVA,34.0 g,1 PIECE,Not specified,"FILO DOUGH (ENRICHED WHEAT FLOUR {WHEAT FLOUR, NIACIN, IRON, THIAMINMONONITRATE, RIBOFLAVIN, FOLIC ACID}, WATER, CORN STARCH (NON-GMO), CULTURED WHEAT FLOUR, CANOLA OIL (NON-GMO), SALT) GHEE, SUGAR, WALNUTS, WATER, ORANGE BLOSSOM WATER, CITRIC ACID.",471.0,5.88,29.4,47.1,29.4,2.9,74.0,59.0,False,Unhealthy
HANDCRAFTED BAKLAVA ASSORTMENT,43.0 g,1.5 ONZ,SINBAD SWEETS,"SYRUP, BLEND (HIGH FRUCTOSE CORN SYRUP, CORN SYRUP, SUGAR), ENRICHED FLOUR (FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, TREE NUTS (WALNUTS, CASHEWS, PECANS), PALM SHORTENING, SUGAR, CORN OIL, WHEAT PROTEIN ISOLATE, CONFECTIONER'S COATING (SUGAR, COMPLETELY HYDROGENATED PALM KERNEL OIL, COCOA POWDER, EMULSIFIER [SUNFLOWER LECITHIN, SORBITAN TRISTEARATE], NATURAL VANILLA EXTRACT), COCOA, PRESERVATIVES (SODIUM PROPIONATE, POTASSIUM SORBATE, SODIUM BENZOATE), SALT, EGGS, CORN SYRUP, BROWN SUGAR, HONEY, CINNAMON, CARAMEL COLOR, CITRIC ACID, VANILLA EXTRACT, NATURAL AND ARTIFICIAL FLAVOR.",395.0,4.65,18.6,51.2,23.3,2.3,233.0,0.0,False,Unhealthy
"MEDITERRANEAN BAKLAVA, MEDITERRANEAN",30.0 g,2 PIECES,Not specified,"WHEAT FLOUR, SUGAR, WATER, GHEE (FROM PALM OIL), CORN STARCH, CASHEW NUT, GHEE (BUTTER FROM COW'S MILK), PISTACHIO, GLUCOSE, SALT, DRY WHOLE MILK.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Unhealthy
MINI BAKLAVA ASSORTMENT,46.0 g,1.6 ONZ,SINBAD SWEETS,"SYRUP BLEND (HIGH FRUCTOSE CORN SYRUP, CORN SYRUP, SUGAR), ENRICHED FLOUR (FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), TREE NUTS (WALNUTS, ALMONDS), WATER, PALM SHORTENING, SUGAR, BROWN SUGAR, CORN SYRUP, EGGS, BUTTERFAT, CORN OIL, WHEAT PROTEIN ISOLATE, CONFECTIONER'S COATING (SUGAR, COMPLETELY HYDROGENATED PALM KERNEL OIL, COCOA POWDER, EMULSIFIER [SUNFLOWER LECITHIN, SORBITAN TRISTEARATE], NATURAL VANILLA EXTRACT), PRESERVATIVES (SODIUM PROPIONATE, POTASSIUM SORBATE, SODIUM BENZOATE), SALT, HONEY, CINNAMON, CITRIC ACID, VANILLA EXTRACT, CARAMEL COLOR, ARTIFICIAL AND NATURAL FLAVOR.",391.0,6.52,19.6,52.2,26.1,2.2,217.0,11.0,False,Unhealthy
MINI CLASSIC BAKLAVA,40.0 g,1.4 ONZ,SINBAD SWEETS,"SYRUP BLEND (HIGH FRUCTOSE CORN SYRUP, CORN SYRUP, SUGAR), ENRICHED FLOUR (FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), PALM SHORTENING, WATER, WALNUT, SUGAR, WHEAT PROTEIN ISOLATE, PRESERVATIVES (SODIUM PROPIONATE, POTASSIUM SORBATE, SODIUM BENZOATE), SALT, CORN OIL, HONEY, CITRIC ACID, CINNAMON, ARTIFICIAL AND NATURAL FLAVOR.",400.0,5.0,17.5,52.5,25.0,2.5,225.0,0.0,False,Breakfast
PARTY TRAY BAKLAVA,35.0 g,1 PIECE,FULL MOON,"ENRICHED, NON-BROMINE BLEACHED WHEAT FLOUR, WATER, CORN STARCH, VEGETABLE OIL (CORN AND/OR SOYBEAN OIL), SALT, CALCIUM PROPIONATE, POTASSIUM SORBATE (AS A PRESERVATIVE), LEMON JUICE, CITRIC ACID, BUTTER, WALNUT, PISTACHIO, SYRUP, SUGAR.",543.0,9.14,31.4,80.0,52.9,4.3,146.0,18.0,False,Unhealthy
"TAZAH, ASSORTED BAKLAVA",23.0 g,3 PCS.,TAZAH,"SUGAR 26.96%, FLOUR 21%, PISTACHIO 15.14%, VEGETABLE GHEE 13.79%, CASHEW 13.1%, STARCH 6.1%, WATER 3.03%, SALT 0.52%, FULL CREAM MILK POWDER 0.36%.",348.0,4.35,21.7,39.1,21.7,4.3,87.0,0.0,False,Unhealthy
VEGAN ASSORTED BAKLAVA,57.0 g,2 ONZ,LIBANAIS SWEETS,"WHEAT FLOUR, ALMONDS, CASHEWS, PISTACHIOS, WALNUTS, PURE VEGETABLE GHEE, WATER, SUGAR, SALT, CORN STARCH, LEMON JUICE, ORANGE BLOSSOM, ROSE WATER.",404.0,3.51,19.3,31.6,10.5,1.8,44.0,0.0,False,Unhealthy
"BAKLAVA BAKERY, PITA BREAD",57.0 g,1 PITA,BAKLAVA BAKERY,"100% WHOLE WHEAT UNBLEACHED FLOUR, WATER, HONEY, YEAST, SALT.",263.0,14.0,0.0,56.1,1.75,5.3,281.0,0.0,False,Breakfast
"ASSORTED BAKLAVA MIX, ASSORTED",56.0 g,2 pieces,CEDAR PASTRIES,"ENRICHED FLOUR (WHEAT FLOUR, NIACIN, IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, RAW NUTS (CASHEW, WALNUT, PISTACHIO, ALMOND), CORN STARCH, UNSALTED BUTTER, SUGAR, SEMOLINA, CORN SYRUP, SALT.",714.0,12.5,32.1,98.2,37.5,5.4,429.0,54.0,False,Unhealthy
"AUTHENTIC ASSORTED BAKLAVA, ASSORTED",56.0 g,2 ONZ,JABRI,"WHEAT FLOUR, SUGAR, PALM OIL, CASHEWS, PISTACHIOS, CORNSTARCH, BUTTERFAT, CITRIC ACID, SALT.",518.0,5.36,32.1,53.6,25.0,1.8,143.0,9.0,False,Unhealthy
BAKLAVA INDULGENT MEDITERRANEAN TREATS,47.0 g,1.7 ONZ,SIMPLY SINBAD,"ENRICHED FLOUR (FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID, DOUGH CONDITIONER [ASCORBIC ACID], ENZYME), SYRUP BLEND (INVERT SYRUP, SUGAR), BUTTERFAT, WATER, TREE NUTS (WALNUTS), SUGAR, WHITE CHOCOLATE (SUGAR, COCOA BUTTER, MILK, SOY LECITHIN [AN EMULSIFIER], NATURAL VANILLA FLAVOR), HONEY, SEMI-SWEET CHOCOLATE (CHOCOLATE LIQUOR, SUGAR, COCOA BUTTER, SOY LECITHIN [AN EMULSIFIER], VANILLA EXTRACT), MALTODEXTRIN, CANOLA OIL, SALT, GLYCERINE, CINNAMON, DOUGH CONDITIONER (CALCIUM SULFATE, WHEAT STARCH, MONOGLYCERIDES, GUAR GUM, CMC GUM, ENZYMES, ASCORBIC ACID), FRUIT ACID, NATURAL FLAVOR.",404.0,4.26,21.3,48.9,21.3,2.1,149.0,43.0,False,Unhealthy
"MEDITERRANEAN AUTHENTIC BAKLAVA, MEDITERRANEAN",27.0 g,1 Piece,KERMANIG BAKERY,"FILO DOUGH (ENRICHED UNBLEACHED WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), CASHEW NUTS, PISTACHIO NUTS, UNSALTED BUTTER (PASTEURIZED SWEET CREAM, MILK), HONEY, SUGAR, WATER.",704.0,7.41,40.7,70.4,22.2,7.4,389.0,0.0,False,Unhealthy
